암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,진료시작시간_일요일,진료종료시간_일요일,진료시작시간_월요일,진료종료시간_월요일,진료시작시간_화요일,진료종료시간_화요일,진료시작시간_수요일,진료종료시간_수요일,진료시작시간_목요일,진료종료시간_목요일,진료시작시간_금요일,진료종료시간_금요일,진료시작시간_토요일,진료종료시간_토요일
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,현대중앙의원,,,,,,은행동 제10 공영주차장 이용,09:00~14:00 진료합니다.,09:00~14:00  진료합니다.,N,,,N,,,13:00~14:00,휴진입니다,09:00~18:30,휴진입니다,900.0,1400.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,배희동내과의원,,,,,,,,,N,,,N,,,13시00-14시00,없음,,,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0,900.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,최숙경안과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시30분~2시,,9시30분~5시,9시30분~12시,,,930.0,1730.0,930.0,1230.0,930.0,1730.0,1400.0,1730.0,930.0,1730.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,신구의원,성남시  중원구  금광1동  주민센타애서,신구대 ?향,70M,5.0,N,주차 어려움,"매주  수요일, 일요일 휴진",휴진,N,,,N,,,13시- 14시,,,,,,900.0,1800.0,900.0,1800.0,,,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,황혜영소아과의원,탄천초등학교,"학교 건너편,중앙공원방양",50m,20.0,N,,전부휴진,전부휴진,N,,,N,,,13시~14시,13시~14시,,,,,900.0,1800.0,0.0,0.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,성남가정의원,,,,,,,휴진,휴진,N,,,N,,,13시00분-14시00분,,09시30분-18시00분 목요일:휴진,09시30분-13시00분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,0.0,0.0,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,김동남소아청소년과의원,성남시 중원구 은행2동 984 경록빌딩 2층,은행시장,사거리,,,,진료,진료,N,,,N,,,13시00분~ 14시00분,13시00분~ 14시00분,09시00분~21시00분,09시00분~16시00분,900.0,1300.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,박상균내과의원,원할머니보쌈 2층,중파사거리 에서 중앙시장방향,,,,,전부휴진,전부휴진,N,,,N,,,오후 1시 - 오후 2시,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,차영수피부과의원,KT본사,탄천초등학교 맞은편,300미터,20.0,N,금곡프라자 내 지하주차장,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,10시00분~18시00분,10시00분~16시00분,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,한광선소아청소년과의원,국민은행야탑역지점 옆 세신빌딩 5층,야탑역2번 출구에서 수원방향,150미터,50.0,Y,"진료 후 무료 주차 확인,  출입구가 좁아서 안전운전 요합니다.",전부 휴진,전부 휴진,N,,,N,,,13시00분 ~ 14시00분,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,선내과의원,미금역세권 씨티은행 건물 3층,,,10.0,Y,,휴진,휴진,N,,,N,,,오후 1-2시,오후1-2시,진료시간과 동일,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,김내과의원,,,,20.0,N,,,,N,,,N,,,13시00분~14시00분,13시00분~14시00분,09시00분~19시00분,09시00분~16시30분,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1630.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,분당연합의원,국민은행(아름마을점),분당차병원에서 판교IC 방면 초입,차병원에서차량으로3분,40.0,N,건물뒤 국민은행 지하 주차장 이용,전부 휴진,전부 휴진 단 임시공휴일- 오전 9~오후 1시까지 진료.,N,,,N,,,오후1시~2시30분,,오전9시-오후6시30분,오전9시-오후1시 30분,0.0,0.0,900.0,1830.0,900.0,1830.0,900.0,1800.0,900.0,1830.0,900.0,1830.0,900.0,1330.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,안기완내과의원,한국프라자,미금역 1번출구에서 정자역 방향,20m,50.0,N,진료 1시간 무료입니다.,휴진,휴진,N,,,N,,,오후 1시~ 2시,,09시00분~18시,,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1530.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,분당연세가정의학과의원,,,,30.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시00분~17시45분,09시00분~13시45분,,,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,정든내과의원,,,,,,,,,N,,,N,,,,,,09시00분~13시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,현내과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,,,,,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,엘에스정형외과의원,엘에스정형외과의원,,,30.0,N,,휴진,휴진,N,,,N,,,12시30분~오후 1시 30분,점심시간 없음,09:00~18:30,09:00~13:00,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,노성희산부인과의원,,,,40.0,N,,전부휴진,전부휴진,N,,,N,,,오후 1시 ~ 2시,점심시간 따로 없슴,오전 10시 ~ 오후 5시 40분,오전 10시 ~ 오후 1시,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz,푸른의원,은행2동 동사무소,동사무소 맞은편,10m,,,주변공터많음,휴진,휴진,N,,,N,,,13:00~14:00,없음,09:30~18:00,09:30~12:30,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,분당서울안과의원,분당구 분당로53번길 분당이랜드프라자 5층 1호,분당구청방향,30M 이내,30.0,N,2시간 무료 이며  본 건물외 주차시 주차요금은 본인부담입니다,전부휴진,전부휴진,N,,,N,,,13:00 ~ 14:00,점심시간 없음,09:00 ~ 18:20,09:00 ~ 12:50,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,,,900.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,권비뇨기과의원,경기도 성남시 분당구 돌마로 85 동양프라자4층403호,미금역(지하철)2번출구,2번출구에서 똑바로 걸어서100m정도 (4층),200.0,N,상가 지하주차장 이용가능(단 본 병원이용시 무료임),휴진,휴진,N,,,N,,,오후1-2시까지,"점심시간없이 9시30분부터 오후1시까지  진료함.단 ,마지막 토요일은 휴진함.",오전 9시부터 오후 6시30분까지,09시30분~오후1시까지,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,연세두리소아청소년과의원,현대벤처빌 2층,미금역 3번 출구,10m,100.0,N,1시간 주차 무료이고 지하 5층까지 공동 주차장,휴진,오전진료  09:30-12:30,N,,,N,,,13:00-14:00,13:00-13:30,09시00분-20시20분,09시00분-15시00분,,,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,2030.0,900.0,1530.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,야탑이비인후과의원,분당구 보건소,보건소 후문 직진,300m,800.0,N,1시간 무료,휴진,휴진,N,,,N,,,01:00~02:00,,09:00~17:30,09:00~12:30,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,고형기소아청소년과의원,매화사거리장미현대아파트와 중탑초등학교사거리사이중간버스정류장에있음,매화마을2단지병원앞아파트외환은행,,15.0,N,,오후3시이후,오후3시이후,N,,,N,,,13-14,13-14,09-19,08-18,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,(의)열린의료재단 분당열린의원,AK플라자6번출구,분당구청방향,10m,5.0,N,,휴진,휴진,N,,,N,,,12:00~13:00,,9:00~17:00,9:00~12:30,,,900.0,1700.0,900.0,1700.0,900.0,1700.0,0.0,0.0,900.0,1700.0,900.0,1230.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,서울내과의원,국민은행 야탑역지점 5층,,,5.0,N,주차 안내원에게 말씀하십시요.,휴진,휴진,N,,,N,,,오후 1시 ~ 2시,,오전 9시 ~ 오후 12시 45분,오전 9시 ~ 오후 12시 30분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,원이비인후과의원,,,,,,,,,N,,,N,,,,,,,,,930.0,1820.0,930.0,1820.0,930.0,1300.0,930.0,1820.0,930.0,1820.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,토우의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,900.0,1700.0,900.0,1700.0,900.0,1700.0,900.0,1300.0,900.0,1700.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,서지영소아청소년과의원,하얀마을 6단지 입구 상가,,,,,,전부휴진,전부휴진,N,,,N,,,오후 1~2시,,오전 9시30분,오전 9시30분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,성모신경정신건강의학과의원,야탑역,1번출구,20M,30.0,N,,전부휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,09시30분~18시00분,09시30분~14시00분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,태평산부인과의원,,,,,,,,,N,,,N,,,12시30분-13시30분,,09시00분-18시00분,09시00분-15시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,상탑성모의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시45분- 2시00분,,09시00분-17시50분,09시00분-12시 20분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1230.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,판교연세독수리안과의원,신분당선 판교역,북편 1번출구,50M,5.0,Y,,,,N,,,N,,,PM 13시 -PM 14시,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,웰정형외과의원,분당 파크뷰 오피스 타워,,,300.0,N,무료주차권발급,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,점심시간 없이 14시 까지 근무,"09시 30분~12시 00분,  14시 00분 ~ 18시 00분",09시 30분~ 12시 00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,1400.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,연세김남수안과의원,,,,50.0,N,만차시 주차의 어려움이 있습니다.,전부휴진,전부휴진,N,,,N,,,12:30 ~ 14:00,,9:30~4:00,9:30~11:00,,,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1700.0,930.0,1200.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,박해일정형외과의원,경기도 성남시 수정구 수정로 322 호다바빌딩 2층,8호선 산성역 2번출구,200m,,,,전부 휴진,전부 휴진,N,,,N,,,13시:00분~14시:00분,,09:00분~17:50분,09:00분~12시50분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,하나중앙의원,을지대학교 맞은편.,,,,,,휴진,휴진,N,,,N,,,13시 00분 - 14시 00분,13시 00분 -14시 00분,,,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,성원비뇨기과의원,,,,,,,,,N,,,N,,,1시부터 2시까지,없음,09시30분~7시00분,09시30분~오후12시30분까지,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,큰나무정형외과의원,파리바게뜨,옆건물,,3.0,N,,전부 휴진,전부 휴진,N,,,N,,,12시30분~13시30분,,09시00분~11시30분 (오전) 13시30분~17시30분 (오후),,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNjEjJDEjJDAjJDgz,바른정형외과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시30분~13시30분,,,,,,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,메디파크내과의원,메디파크,"미금역 7번출구,트리폴리스 2001 아울렛",100m,30.0,Y,진료시 2시간 무료,전부 휴진,전부 휴진,N,,,N,,,13:00-14:00,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,노블진내과의원,"골드프라자3층 (1층에 종로약국, 2층에 국민은행, 5층 미금사우나)",미금역 2번출구,100미터.,60.0,Y,"주차대기 시간이 길어, 유료주차장 이용 가능합니다.  주차장 입구에서 ""갈비이야기"" 를 좌측으로 돌아서 50미터 가면 좌측 2층으로 주차 300 대 가능. 주차비 시간당 1500원",휴진,휴진.,N,,,N,,,"13:00~14:00, 목요일 휴진",점심시간 없이 15:00까지,09시30분~18시 15분,09시30분~14시 45분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,0.0,0.0,930.0,1830.0,930.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,소망소아청소년과의원,성남북초등학교,길건너편,4차선도로,4.0,N,,휴진,휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,9시00분~18시00분,9시00분~15시00분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,야탑역2번출구 국민은행,국민은행 옆 세신빌딩,30m,153.0,Y,유료지만 본원에서 주차권 배부합니다.,휴진,휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,09시30분~18시30분,09시30분~16시00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,코앤코김규식이비인후과의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,1400.0,1830.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,연세손소아청소년과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시30분~14시00분,,09시00분~18시00분,09시00분~13시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,구소아청소년과의원,금광2동 주민센터,단대오거리역,200m,,,,휴진,휴진,N,,,N,,,13;00 ~  14;00,낮12:00~12:30,8 ; 50 ~18;20  수요일 ; 14:00~19;50,9;00 ~ 15;00,,,900.0,1830.0,900.0,1830.0,1400.0,2000.0,900.0,1830.0,900.0,1830.0,900.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,정애란가정의학과의원,신흥주공아파트,정문 상가 2층,,10.0,N,상가 주차장은 협소하나 주위 주차장은 아파트 소속 주차장이 넓습니다 가끔 주차단속 합니다.,휴진,휴진,N,,,N,,,1시-2시,,9시-6시,9시-1시,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,다나이비인후과의원,,,,0.0,N,장시간 주차시엔 요금이 부과됩니다.,전후휴진,일부공휴일 09시00분~13시00분 (사전공지),N,,,N,,,13시00분 ~14시00분,,09시00분~17시50분(수요일:16시 20분),09시00분~12시50분,,,900.0,1800.0,900.0,1800.0,900.0,1630.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,연세권이비인후과의원,,,,,,,,,N,,,N,,,,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,태평수소아청소년과의원,주민신협빌딩 5층,,,0.0,N,,휴진,휴진,N,,,N,,,1시00분~2시00분,1시00분~2시00분,,,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1600.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,좋은하루외과의원,분당플라자,,,100.0,Y,,휴진,휴진,N,,,N,,,13시00분 ~ 14시00분,,09시30분 ~ 18시00분,09시30분 ~ 15시00분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,1400.0,1800.0,930.0,1800.0,930.0,1500.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,박병찬피부과의원,,,,150.0,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시30분~18시00분,09시30분~14시30분,,,940.0,1830.0,940.0,1830.0,940.0,1830.0,,,940.0,1830.0,940.0,300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,연세베스트외과의원,우체국,이매촌한신아파트방향,200m,140.0,Y,무료주차3시간20분,전부휴진,전부휴진,N,,,N,,,13:00~14:00,,9:00~17:30,9:00~12:30,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,맑은샘서울내과의원,,,,,,,전부 휴진,전부 휴진(대체공휴일 휴진안함),N,,,N,,,오후 1시00분-2시00분,,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,참내과의원,세이브존,우측,10미터,20.0,N,,휴진,휴진,N,,,N,,,1-2시,없음,,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,맑은눈안과의원,양지동 주민센터,맞은편 국민은행에서 은행시장 방향으로,100M,,,,휴진,휴진,N,,,N,,,13시00분~14:00분,,09시00분~17시30분,09시00분~12:30분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1300.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,한일정형외과의원,우리은행,우리은행정문에서  우측,7m,,,,전부휴진,전부휴진,N,,,N,,,오후 1시~ 오후 2시,,오전 9시~ 오후 7시까지,오전 9시 ~ 오후 1시,,,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,조은정형외과의원,수정경찰서,모란/분당방향,200m이내,,,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시30분,09시00분~13시00분,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,분당연세플러스안과의원,미도프라자5층,미금역1번출구,20m이내,30.0,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,시간 없음,오전 9시~오후 6시 30분,오전 9시~오후 2시,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1400.0
